seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
789,BL-AW,none,80,1.000000,108000,0,19,82096,82096,293.988369,0.000000,98.316667,97.966667,79.133333,92.616667,96.583333,98.233333,79.150000,87.366667,91.183333,93.733333,92.616667,96.066667,97.316667,98.433333,96.583333,98.316667,99.083333,99.433333,98.233333,99.283333,99.550000,99.766667,0.701047,3.899718,78.650000,92.116667,96.083333,98.083333,78.650000,87.050000,90.916667,93.100000,92.116667,95.483333,97.033333,98.050000,96.083333,97.966667,98.850000,99.316667,98.083333,99.216667,99.533333,99.750000,0.752199,4.416907,v4.1,jobs/baseline/bl_aw_blockage_080
789,BL-AW,none,100,1.000000,108000,0,13,82096,82096,294.291599,0.000000,98.250000,97.983333,78.283333,91.966667,96.466667,98.200000,78.300000,86.500000,90.466667,93.033333,91.966667,95.400000,97.066667,98.250000,96.466667,98.250000,99.066667,99.450000,98.200000,99.050000,99.500000,99.716667,0.728611,4.415562,77.866667,91.583333,96.133333,97.916667,77.866667,86.583333,90.416667,92.666667,91.583333,95.333333,97.150000,98.166667,96.133333,97.983333,98.766667,99.366667,97.916667,99.050000,99.466667,99.716667,0.796538,4.832771,v4.1,jobs/baseline/bl_aw_blockage_100
789,FT,freeze_all,0,0.000000,0,1,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,2,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,3,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,5,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,8,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,10,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,0,0.000000,0,12,0,82096,0,0.000000,,98.450000,98.533333,78.483333,92.250000,96.750000,98.416667,78.500000,87.033333,90.816667,93.500000,92.250000,95.850000,97.266667,98.233333,96.750000,98.450000,99.100000,99.516667,98.416667,99.300000,99.600000,99.800000,0.655570,3.975434,78.616667,92.466667,96.600000,98.216667,78.616667,87.300000,91.566667,93.850000,92.466667,96.033333,97.500000,98.433333,96.600000,98.533333,99.250000,99.583333,98.216667,99.333333,99.600000,99.783333,0.671480,3.797315,v4.1,jobs/finetune/trainfrac_0.000000/blockage_000/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,1,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,2,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,3,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,5,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,8,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,10,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,20,0.000000,0,12,0,82096,0,0.000000,,93.816667,93.900000,58.516667,81.366667,89.633333,93.716667,58.533333,68.916667,75.783333,80.633333,81.383333,87.800000,91.700000,94.083333,89.650000,93.816667,96.100000,97.500000,93.733333,96.516667,97.883333,98.700000,1.835414,9.988425,58.650000,81.416667,89.183333,93.150000,58.650000,69.166667,76.066667,81.283333,81.416667,87.950000,91.516667,93.683333,89.183333,93.900000,96.150000,97.500000,93.150000,96.300000,97.700000,98.566667,1.837405,10.470375,v4.1,jobs/finetune/trainfrac_0.000000/blockage_020/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,1,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,2,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,3,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,5,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,8,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,10,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,40,0.000000,0,12,0,82096,0,0.000000,,86.900000,86.483333,43.916667,68.300000,80.600000,88.466667,43.933333,52.766667,59.616667,64.966667,68.316667,76.083333,81.783333,85.966667,80.616667,86.900000,91.283333,94.066667,88.483333,93.100000,95.833333,97.400000,3.611756,16.389402,42.433333,67.116667,79.650000,87.950000,42.433333,51.500000,58.766667,64.733333,67.116667,75.516667,81.150000,85.283333,79.650000,86.483333,90.550000,93.266667,87.950000,92.933333,95.316667,96.700000,3.672328,15.997899,v4.1,jobs/finetune/trainfrac_0.000000/blockage_040/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,1,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,2,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,3,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,5,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,8,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,10,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,60,0.000000,0,12,0,82096,0,0.000000,,81.066667,80.783333,34.950000,59.116667,73.650000,83.150000,34.966667,42.350000,48.266667,53.183333,59.133333,67.350000,73.816667,79.016667,73.666667,81.066667,86.633333,90.416667,83.166667,88.616667,92.283333,94.816667,5.493190,18.920877,34.466667,58.383333,72.500000,82.850000,34.466667,41.700000,48.016667,53.466667,58.383333,66.866667,73.400000,78.950000,72.500000,80.783333,85.800000,89.700000,82.850000,88.966667,92.283333,94.516667,5.409784,18.665180,v4.1,jobs/finetune/trainfrac_0.000000/blockage_060/freeze_freeze_all
789,FT,freeze_all,80,0.000000,0,1,0,82096,0,0.000000,,77.216667,76.433333,28.766667,54.050000,69.216667,79.516667,28.783333,35.016667,39.983333,44.450000,54.066667,62.100000,68.783333,74.200000,69.233333,77.216667,83.183333,87.700000,79.533333,85.616667,89.916667,93.133333,7.114368,20.633465,28.400000,53.183333,67.750000,78.650000,28.400000,34.650000,40.350000,45.150000,53.183333,61.216667,68.133333,74.016667,67.750000,76.433333,82.066667,86.766667,78.650000,85.683333,89.883333,92.916667,7.026215,20.585876,v4.1,jobs/finetune/trainfrac_0.000000/blockage_080/freeze_freeze_all
789,FT,freeze_all,80,0.000000,0,2,0,82096,0,0.000000,,77.216667,76.433333,28.766667,54.050000,69.216667,79.516667,28.783333,35.016667,39.983333,44.450000,54.066667,62.100000,68.783333,74.200000,69.233333,77.216667,83.183333,87.700000,79.533333,85.616667,89.916667,93.133333,7.114368,20.633465,28.400000,53.183333,67.750000,78.650000,28.400000,34.650000,40.350000,45.150000,53.183333,61.216667,68.133333,74.016667,67.750000,76.433333,82.066667,86.766667,78.650000,85.683333,89.883333,92.916667,7.026215,20.585876,v4.1,jobs/finetune/trainfrac_0.000000/blockage_080/freeze_freeze_all
